Year;Date;Time;Round;Stadium;City;Country;HomeTeam;HomeGoals;AwayGoals;AwayTeam;Winner;HowEnd
2014;2014-06-19; 19:00 ;Group C;Estadio das Dunas;Natal ;Brazil;Japan;0;0;Greece;Draw;Regular game time
2014;2014-06-20; 13:00 ;Group D;Arena Pernambuco;Recife ;Brazil;Italy;0;1;Costa Rica;Costa Rica;Regular game time
2014;2014-06-20; 16:00 ;Group E;Arena Fonte Nova;Salvador ;Brazil;Switzerland;2;5;France;France;Regular game time
2014;2014-06-20; 19:00 ;Group E;Arena da Baixada;Curitiba ;Brazil;Honduras;1;2;Ecuador;Ecuador;Regular game time
2014;2014-06-21; 13:00 ;Group F;Estadio Mineirao;Belo Horizonte ;Brazil;Argentina;1;0;IR Iran;Argentina;Regular game time
2014;2014-06-21; 16:00 ;Group G;Estadio Castelao;Fortaleza ;Brazil;Germany;2;2;Ghana;Draw;Regular game time
2014;2014-06-21; 18:00 ;Group F;Arena Pantanal;Cuiaba ;Brazil;Nigeria;1;0;Bosnia and Herzegovina;Nigeria;Regular game time
2014;2014-06-22; 13:00 ;Group H;Estadio do Maracana;Rio De Janeiro ;Brazil;Belgium;1;0;Russia;Belgium;Regular game time
2014;2014-06-22; 16:00 ;Group H;Estadio Beira-Rio;Porto Alegre ;Brazil;Korea Republic;2;4;Algeria;Algeria;Regular game time
2014;2014-06-22; 18:00 ;Group G;Arena Amazonia;Manaus ;Brazil;USA;2;2;Portugal;Draw;Regular game time
2014;2014-06-23; 13:00 ;Group B;Arena da Baixada;Curitiba ;Brazil;Australia;0;3;Spain;Spain;Regular game time
2014;2014-06-23; 13:00 ;Group B;Arena de Sao Paulo;Sao Paulo ;Brazil;Netherlands;2;0;Chile;Netherlands;Regular game time
2014;2014-06-23; 17:00 ;Group A;Estadio Nacional;Brasilia ;Brazil;Cameroon;1;4;Brazil;Brazil;Regular game time
2014;2014-06-23; 17:00 ;Group A;Arena Pernambuco;Recife ;Brazil;Croatia;1;3;Mexico;Mexico;Regular game time
2014;2014-06-24; 13:00 ;Group D;Estadio das Dunas;Natal ;Brazil;Italy;0;1;Uruguay;Uruguay;Regular game time
2014;2014-06-24; 13:00 ;Group D;Estadio Mineirao;Belo Horizonte ;Brazil;Costa Rica;0;0;England;Draw;Regular game time
2014;2014-06-24; 16:00 ;Group C;Arena Pantanal;Cuiaba ;Brazil;Japan;1;4;Colombia;Colombia;Regular game time
2014;2014-06-24; 17:00 ;Group C;Estadio Castelao;Fortaleza ;Brazil;Greece;2;1;Cote d'lvoire;Greece;Regular game time
2014;2014-06-25; 13:00 ;Group F;Estadio Beira-Rio;Porto Alegre ;Brazil;Nigeria;2;3;Argentina;Argentina;Regular game time
2014;2014-06-25; 13:00 ;Group F;Arena Fonte Nova;Salvador ;Brazil;Bosnia and Herzegovina;3;1;IR Iran;Bosnia and Herzegovina;Regular game time
2014;2014-06-25; 16:00 ;Group E;Arena Amazonia;Manaus ;Brazil;Honduras;0;3;Switzerland;Switzerland;Regular game time
2014;2014-06-25; 17:00 ;Group E;Estadio do Maracana;Rio De Janeiro ;Brazil;Ecuador;0;0;France;Draw;Regular game time
2014;2014-06-26; 13:00 ;Group G;Arena Pernambuco;Recife ;Brazil;USA;0;1;Germany;Germany;Regular game time
2014;2014-06-26; 13:00 ;Group G;Estadio Nacional;Brasilia ;Brazil;Portugal;2;1;Ghana;Portugal;Regular game time
2014;2014-06-26; 17:00 ;Group H;Arena de Sao Paulo;Sao Paulo ;Brazil;Korea Republic;0;1;Belgium;Belgium;Regular game time
2014;2014-06-26; 17:00 ;Group H;Arena da Baixada;Curitiba ;Brazil;Algeria;1;1;Russia;Draw;Regular game time
2014;2014-06-28; 13:00 ;Round of 16;Estadio Mineirao;Belo Horizonte ;Brazil;Brazil;1;1;Chile;Brazil;Penalties (3-2)
2014;2014-06-28; 17:00 ;Round of 16;Estadio do Maracana;Rio De Janeiro ;Brazil;Colombia;2;0;Uruguay;Colombia;Regular game time
2014;2014-06-29; 13:00 ;Round of 16;Estadio Castelao;Fortaleza ;Brazil;Netherlands;2;1;Mexico;Netherlands;Regular game time
2014;2014-06-29; 17:00 ;Round of 16;Arena Pernambuco;Recife ;Brazil;Costa Rica;1;1;Greece;Costa Rica;Penalties (5-3)
2014;2014-06-30; 13:00 ;Round of 16;Estadio Nacional;Brasilia ;Brazil;France;2;0;Nigeria;France;Regular game time
2014;2014-06-30; 17:00 ;Round of 16;Estadio Beira-Rio;Porto Alegre ;Brazil;Germany;2;1;Algeria;Germany;Extra Time
2014;2014-07-01; 13:00 ;Round of 16;Arena de Sao Paulo;Sao Paulo ;Brazil;Argentina;1;0;Switzerland;Argentina;Extra Time
2014;2014-07-01; 17:00 ;Round of 16;Arena Fonte Nova;Salvador ;Brazil;Belgium;2;1;USA;Belgium;Extra Time
2014;2014-07-04; 13:00 ;Quarter-finals;Estadio do Maracana;Rio De Janeiro ;Brazil;France;0;1;Germany;Germany;Regular game time
2014;2014-07-04; 17:00 ;Quarter-finals;Estadio Castelao;Fortaleza ;Brazil;Brazil;2;1;Colombia;Brazil;Regular game time
2014;2014-07-05; 13:00 ;Quarter-finals;Estadio Nacional;Brasilia ;Brazil;Argentina;1;0;Belgium;Argentina;Regular game time
2014;2014-07-05; 17:00 ;Quarter-finals;Arena Fonte Nova;Salvador ;Brazil;Netherlands;0;0;Costa Rica;Netherlands;Penalties (4-3)
2014;2014-07-08; 17:00 ;Semi-finals;Estadio Mineirao;Belo Horizonte ;Brazil;Brazil;1;7;Germany;Germany;Regular game time
2014;2014-07-09; 17:00 ;Semi-finals;Arena de Sao Paulo;Sao Paulo ;Brazil;Netherlands;0;0;Argentina;Argentina;Penalties (4-2)
2014;2014-07-12; 17:00 ;Play-off for third place;Estadio Nacional;Brasilia ;Brazil;Brazil;0;3;Netherlands;Netherlands;Regular game time
2014;2014-07-13; 16:00 ;Final;Estadio do Maracana;Rio De Janeiro ;Brazil;Germany;1;0;Argentina;Germany;Extra Time
2018;2018-06-14;18:00;Group A;Luzhniki Stadium;Moscow;Russia;Russia;5;0;Saudi Arabia;Russia;Regular game time
2018;2018-06-15;17:00;Group A;Ekaterinburg Arena;Yekaterinburg;Russia;Egypt;0;1;Uruguay;Uruguay;Regular game time
2018;2018-06-15;18:00;Group B;Krestovsky Stadium;Saint Petersburg;Russia;Marocco;0;1;Iran;Iran;Regular game time
2018;2018-06-15;21:00;Group B;Fisht Olympic Stadium;Sochi;Russia;Portugal;3;3;Spain;Draw;Regular game time
2018;2018-06-16;13:00;Group C;Ak Bars Arena;Kazan;Russia;France;2;1;Australia;France;Regular game time
2018;2018-06-16;16:00;Group D;Otkrytiye Arena;Moscow;Russia;Argentina;1;1;Iceland;Draw;Regular game time
2018;2018-06-16;19:00;Group C;Mordovia Arena;Saransk;Russia;Peru;0;1;Denmark;Denmark;Regular game time
2018;2018-06-16;21:00;Group D;Kaliningrad Stadium;Kaliningrad;Russia;Croatia;2;0;Nigeria;Croatia;Regular game time
2018;2018-06-17;16:00;Group E;Samara Arena;Samara;Russia;Costa Rica;0;1;Serbia;Serbia;Regular game time
2018;2018-06-17;18:00;Group F;Luzhniki Stadium;Moscow;Russia;Germany;0;1;Mexico;Mexico;Regular game time
2018;2018-06-17;21:00;Group E;Rostov Arena;Rostov-on-Don;Russia;Brazil;1;1;Switzerland;Draw;Regular game time
2018;2018-06-18;15:00;Group F;Nihzny Novgorod Stadium;Nizhny Novgorod;Russia;Sweden;1;0;Korea Republic;Sweden;Regular game time
2018;2018-06-18;18:00;Group G;Fisht Olympic Stadium;Sochi;Russia;Belgium;3;0;Panama;Belgium;Regular game time
2018;2018-06-18;21:00;Group G;Central Stadium;Yekaterinburg;Russia;Tunisia;1;2;England;England;Regular game time
2018;2018-06-19;15:00;Group H;Mordovia Arena;Saransk;Russia;Colombia;1;2;Japan;Japan;Regular game time
2018;2018-06-19;18:00;Group H;Otkrytiye Arena;Moscow;Russia;Poland;1;2;Senegal;Senegal;Regular game time
2018;2018-06-19;21:00;Group A;Krestovsky Stadium;Saint Petersburg;Russia;Russia;3;1;Egypt;Russia;Regular game time
2018;2018-06-20;15:00;Group B;Luzhniki Stadium;Moscow;Russia;Portugal;1;0;Morocco;Portugal;Regular game time
2018;2018-06-20;18:00;Group A;Rostov Arena;Rostov-on-Don;Russia;Uruguay;1;0;Saudi Arabia;Uruguay;Regular game time
2018;2018-06-20;21:00;Group B;Ak Bars Arena;Kazan;Russia;Iran;0;1;Spain;Spain;Regular game time
2018;2018-06-21;16:00;Group C;Samara Arena;Samara;Russia;Denmark;1;1;Australia;Draw;Regular game time
2018;2018-06-21;20:00;Group C;Ekaterinburg Arena;Yekaterinburg;Russia;France;1;0;Peru;France;Regular game time
2018;2018-06-21;21:00;Group D;Nihzny Novgorod Stadium;Nizhny Novgorod;Russia;Argentina;0;3;Croatia;Croatia;Regular game time
2018;2018-06-22;15:00;Group E;Krestovsky Stadium;Saint Petersburg;Russia;Brazil;2;0;Costa Rica;Brazil;Regular game time
2018;2018-06-22;18:00;Group D;Central Stadium;Yekaterinburg;Russia;Nigeria;2;0;Iceland;Nigeria;Regular game time
2018;2018-06-22;20:00;Group E;Kaliningrad Stadium;Kaliningrad;Russia;Serbia;1;2;Switzerland;Switzerland;Regular game time
2018;2018-06-23;15:00;Group G;Otkrytiye Arena;Moscow;Russia;Belgium;5;2;Tunisia;Belgium;Regular game time
2018;2018-06-23;18:00;Group F;Rostov Arena;Rostov-on-Don;Russia;Korea Republic;1;2;Mexico;Mexico;Regular game time
2018;2018-06-23;21:00;Group F;Fisht Olympic Stadium;Sochi;Russia;Germany;2;1;Sweden;Germany;Regular game time
2018;2018-06-24;15:00;Group G;Nihzny Novgorod Stadium;Nizhny Novgorod;Russia;England;6;1;Panama;England;Regular game time
2018;2018-06-24;20:00;Group H;Ekaterinburg Arena;Yekaterinburg;Russia;Japan;2;2;Senegal;Draw;Regular game time
2018;2018-06-24;21:00;Group H;Ak Bars Arena;Kazan;Russia;Poland;0;3;Colombia;Colombia;Regular game time
2018;2018-06-25;17:00;Group A;Central Stadium;Yekaterinburg;Russia;Saudi Arabia;2;1;Egypt;Saudi Arabia;Regular game time
2018;2018-06-25;18:00;Group A;Samara Arena;Samara;Russia;Uruguay;3;0;Russia;Uruguay;Regular game time
2018;2018-06-25;20:00;Group B;Kaliningrad Stadium;Kaliningrad;Russia;Spain;2;2;Morocco;Draw;Regular game time
2018;2018-06-25;21:00;Group B;Mordovia Arena;Saransk;Russia;Iran;1;1;Portugal;Draw;Regular game time
2018;2018-06-26;17:00;Group C;Luzhniki Stadium;Moscow;Russia;Denmark;2;0;France;Denmark;Regular game time
2018;2018-06-26;17:00;Group C;Fisht Olympic Stadium;Sochi;Russia;Australia;0;2;Peru;Peru;Regular game time
2018;2018-06-26;21:00;Group D;Krestovsky Stadium;Saint Petersburg;Russia;Nigeria;1;2;Argentina;Argentina;Regular game time
2018;2018-06-26;21:00;Group D;Rostov Arena;Rostov-on-Don;Russia;Iceland;1;2;Croatia;Croatia;Regular game time
2018;2018-06-27;17:00;Group F;Ak Bars Arena;Kazan;Russia;Korea Republic;2;0;Germany;Korea Republic;Regular game time
2018;2018-06-27;19:00;Group F;Ekaterinburg Arena;Yekaterinburg;Russia;Mexico;0;3;Sweden;Sweden;Regular game time
2018;2018-06-27;21:00;Group E;Nihzny Novgorod Stadium;Nizhny Novgorod;Russia;Switzerland;2;2;Costa Rica;Draw;Regular game time
2018;2018-06-27;21:00;Group E;Otkrytiye Arena;Moscow;Russia;Serbia;0;2;Brazil;Brazil;Regular game time
2018;2018-06-28;17:00;Group H;Central Stadium;Yekaterinburg;Russia;Japan;0;1;Poland;Poland;Regular game time
2018;2018-06-28;18:00;Group H;Samara Arena;Samara;Russia;Senegal;0;1;Colombia;Colombia;Regular game time
2018;2018-06-28;20:00;Group G;Kaliningrad Stadium;Kaliningrad;Russia;England;0;1;Belgium;Belgium;Regular game time
2018;2018-06-28;21:00;Group G;Mordovia Arena;Saransk;Russia;Panama;1;2;Tunisia;Tunisia;Regular game time
2018;2018-06-30;17:00;Round of 16;Ak Bars Arena;Kazan;Russia;France;4;3;Argentina;France;Regular game time
2018;2018-06-30;21:00;Round of 16;Fisht Olympic Stadium;Sochi;Russia;Uruguay;2;1;Portugal;Uruguay;Regular game time
2018;2018-07-01;17:00;Round of 16;Luzhniki Stadium;Moscow;Russia;Spain;1;1;Russia;Russia;Penalties (4-3)
2018;2018-07-01;21:00;Round of 16;Nihzny Novgorod Stadium;Nizhny Novgorod;Russia;Croatia;1;1;Denmark;Croatia;Penalties (3-2)
2018;2018-07-02;18:00;Round of 16;Samara Arena;Samara;Russia;Brazil;2;0;Mexico;Brazil;Regular game time
2018;2018-07-02;21:00;Round of 16;Rostov Arena;Rostov-on-Don;Russia;Belgium;3;2;Japan;Belgium;Regular game time
2018;2018-07-03;17:00;Round of 16;Krestovsky Stadium;Saint Petersburg;Russia;Sweden;1;0;Switzerland;Sweden;Regular game time
2018;2018-07-03;21:00;Round of 16;Otkrytiye Arena;Moscow;Russia;Colombia;1;1;England;England;Penalties (4-3)
2018;2018-07-06;17:00;Quarter-finals;Nihzny Novgorod Stadium;Nizhny Novgorod;Russia;Uruguay;0;2;France;France;Regular game time
2018;2018-07-06;21:00;Quarter-finals;Ak Bars Arena;Kazan;Russia;Brazil;1;2;Belgium;Belgium;Regular game time
2018;2018-07-07;18:00;Quarter-finals;Samara Arena;Samara;Russia;Sweden;0;2;England;England;Regular game time
2018;2018-07-07;21:00;Quarter-finals;Fisht Olympic Stadium;Sochi;Russia;Russia;2;2;Croatia;Croatia;Penalties (4-3)
2018;2018-07-10;21:00;Semi-finals;Krestovsky Stadium;Saint Petersburg;Russia;France;1;0;Belgium;France;Regular game time
2018;2018-07-11;21:00;Semi-finals;Luzhniki Stadium;Moscow;Russia;Croatia;2;1;England;Croatia;Extra Time
2018;2018-07-14;17:00;Play-off for third place;Krestovsky Stadium;Saint Petersburg;Russia;Belgium;2;0;England;Belgium;Regular game time
2018;2018-07-15;18:00;Final;Luzhniki Stadium;Moscow;Russia;France;4;2;Croatia;France;Regular game time
2022;2022-11-21;19:00;Group A;Al Bayt Stadium;Al Khor City;Qatar;Qatar;0;2;Ecuador;Ecuador;Regular game time
2022;2022-11-21;19:00;Group A;Al Thumama Stadium;Doha;Qatar;Senegal;0;2;Netherlands;Netherlands;Regular game time
2022;2022-11-21;16:00;Group B;Khalifa International Stadium;Aspire;Qatar;England;6;2;Iran;England;Regular game time
2022;2022-11-21;22:00;Group B;Ahmad Bin Ali Stadium;Umm Al Afaei;Qatar;USA;1;1;Wales;Draw;Regular game time
2022;2022-11-22;22:00;Group D;Al Janoub Stadium;Al Wakrah;Qatar;France;4;1;Australia;France;Regular game time
2022;2022-11-22;16:00;Group D;Education City Stadium;Al Rayyan;Qatar;Denmark;0;0;Tunisia;Draw;Regular game time
2022;2022-11-22;19:00;Group C;Stadium 974;Ras Abu Aboud;Qatar;Mexico;0;0;Poland;Draw;Regular game time
2022;2022-11-22;13:00;Group C;Lusail Stadium;Lusail City;Qatar;Argentina;1;2;Saudi Arabia;Saudi Arabia;Regular game time
2022;2022-11-23;22:00;Group F;Ahmad Bin Ali Stadium;Umm Al Afaei;Qatar;Belgium;1;0;Canada;Belgium;Regular game time
2022;2022-11-23;19:00;Group E;Al Thumama Stadium;Doha;Qatar;Spain;7;0;Costa Rica;Spain;Regular game time
2022;2022-11-23;16:00;Group E;Khalifa International Stadium;Aspire;Qatar;Germany;1;2;Japan;Japan;Regular game time
2022;2022-11-23;13:00;Group F;Al Bayt Stadium;Al Khor City;Qatar;Morocco;0;0;Croatia;Draw;Regular game time
2022;2022-11-24;13:00;Group G;Al Janoub Stadium;Al Wakrah;Qatar;Switzerland;1;0;Cameroon;Switzerland;Regular game time
2022;2022-11-24;16:00;Group H;Education City Stadium;Al Rayyan;Qatar;Uruguay;0;0;Korea Republic;Draw;Regular game time
2022;2022-11-24;19:00;Group H;Stadium 974;Ras Abu Aboud;Qatar;Portugal;3;2;Ghana;Portugal;Regular game time
2022;2022-11-24;22:00;Group G;Lusail Stadium;Lusail City;Qatar;Brazil;2;0;Serbia;Brazil;Regular game time
2022;2022-11-25;13:00;Group B;Ahmad Bin Ali Stadium;Umm Al Afaei;Qatar;Iran;0;2;Wales;Wales;Regular game time
2022;2022-11-25;16:00;Group A;Al Thumama Stadium;Doha;Qatar;Qatar;1;3;Senegal;Senegal;Regular game time
2022;2022-11-25;19:00;Group A;Khalifa International Stadium;Aspire;Qatar;Netherlands;1;1;Ecuador;Draw;Regular game time
2022;2022-11-25;22:00;Group B;Al Bayt Stadium;Al Khor City;Qatar;England;0;0;USA;Draw;Regular game time
2022;2022-11-26;13:00;Group D;Al Janoub Stadium;Al Wakrah;Qatar;Tunisia;0;1;Australia;Australia;Regular game time
2022;2022-11-26;16:00;Group C;Education City Stadium;Al Rayyan;Qatar;Poland;2;0;Saudi Arabia;Poland;Regular game time
2022;2022-11-26;19:00;Group D;Stadium 974;Ras Abu Aboud;Qatar;France;2;1;Denmark;France;Regular game time
2022;2022-11-26;22:00;Group C;Lusail Stadium;Lusail City;Qatar;Argentina;2;0;Mexico;Argentina;Regular game time
2022;2022-11-27;13:00;Group E;Ahmad Bin Ali Stadium;Umm Al Afaei;Qatar;Japan;0;1;Costa Rica;Costa Rica;Regular game time
2022;2022-11-27;16:00;Group F;Al Thumama Stadium;Doha;Qatar;Belgium;0;2;Morocco;Morocco;Regular game time
2022;2022-11-27;19:00;Group F;Khalifa International Stadium;Aspire;Qatar;Croatia;4;1;Canada;Croatia;Regular game time
2022;2022-11-27;22:00;Group E;Al Bayt Stadium;Al Khor City;Qatar;Spain;1;1;Germany;Draw;Regular game time
2022;2022-11-28;13:00;Group G;Al Janoub Stadium;Al Wakrah;Qatar;Serbia;3;3;Cameroon;Draw;Regular game time
2022;2022-11-28;16:00;Group H;Education City Stadium;Al Rayyan;Qatar;Korea Republic;2;3;Ghana;Ghana;Regular game time
2022;2022-11-28;19:00;Group G;Stadium 974;Ras Abu Aboud;Qatar;Brazil;1;0;Switzerland;Brazil;Regular game time
2022;2022-11-28;22:00;Group H;Lusail Stadium;Lusail City;Qatar;Portugal;2;0;Uruguay;Portugal;Regular game time
2022;2022-11-29;22:00;Group B;Ahmad Bin Ali Stadium;Umm Al Afaei;Qatar;England;3;0;Wales;England;Regular game time
2022;2022-11-29;22:00;Group B;Al Thumama Stadium;Doha;Qatar;Iran;0;1;USA;USA;Regular game time
2022;2022-11-29;18:00;Group A;Khalifa International Stadium;Aspire;Qatar;Ecuador;1;2;Senegal;Senegal;Regular game time
2022;2022-11-29;18:00;Group A;Al Bayt Stadium;Al Khor City;Qatar;Qatar;0;2;Netherlands;Netherlands;Regular game time
2022;2022-11-30;18:00;Group D;Al Janoub Stadium;Al Wakrah;Qatar;Denmark;0;1;Australia;Australia;Regular game time
2022;2022-11-30;18:00;Group D;Education City Stadium;Al Rayyan;Qatar;Tunisia;1;0;France;Tunisia;Regular game time
2022;2022-11-30;22:00;Group C;Stadium 974;Ras Abu Aboud;Qatar;Poland;0;2;Argentina;Argentina;Regular game time
2022;2022-11-30;22:00;Group C;Lusail Stadium;Lusail City;Qatar;Saudi Arabia;1;2;Mexico;Mexico;Regular game time
2022;2022-12-01;18:00;Group F;Ahmad Bin Ali Stadium;Umm Al Afaei;Qatar;Croatia;0;0;Belgium;Draw;Regular game time
2022;2022-12-01;22:00;Group F;Al Thumama Stadium;Doha;Qatar;Canada;1;2;Morocco;Morocco;Regular game time
2022;2022-12-01;22:00;Group E;Khalifa International Stadium;Aspire;Qatar;Japan;2;1;Spain;Japan;Regular game time
2022;2022-12-01;18:00;Group E;Al Bayt Stadium;Al Khor City;Qatar;Costa Rica;2;4;Germany;Germany;Regular game time
2022;2022-12-02;18:00;Group H;Al Janoub Stadium;Al Wakrah;Qatar;Ghana;0;2;Uruguay;Uruguay;Regular game time
2022;2022-12-02;18:00;Group H;Education City Stadium;Al Rayyan;Qatar;Korea Republic;2;1;Portugal;Korea Republic;Regular game time
2022;2022-12-02;22:00;Group G;Stadium 974;Ras Abu Aboud;Qatar;Serbia;2;3;Switzerland;Switzerland;Regular game time
2022;2022-12-02;22:00;Group G;Lusail Stadium;Lusail City;Qatar;Brazil;0;1;Cameroon;Cameroon;Regular game time
2022;2022-12-03;18:00;Round of 16;Khalifa International Stadium;Aspire;Qatar;Netherlands;3;1;USA;Netherlands;Regular game time
2022;2022-12-03;22:00;Round of 16;Ahmad Bin Ali Stadium;Umm Al Afaei;Qatar;Argentina;2;1;Australia;Argentina;Regular game time
2022;2022-12-04;22:00;Round of 16;Al Bayt Stadium;Al Khor City;Qatar;England;3;0;Senegal;England;Regular game time
2022;2022-12-04;18:00;Round of 16;Al Thumama Stadium;Doha;Qatar;France;3;1;Poland;France;Regular game time
2022;2022-12-05;18:00;Round of 16;Al Janoub Stadium;Al Wakrah;Qatar;Japan;1;1;Croatia;Croatia;Penalties (3-1)
2022;2022-12-05;22:00;Round of 16;Stadium 974;Ras Abu Aboud;Qatar;Brazil;4;1;Korea Republic;Brazil;Regular game time
2022;2022-12-06;18:00;Round of 16;Education City Stadium;Al Rayyan;Qatar;Morocco;0;0;Spain;Morocco;Penalties (3-0)
2022;2022-12-06;22:00;Round of 16;Lusail Stadium;Lusail City;Qatar;Portugal;6;1;Switzerland;Portugal;Regular game time
2022;2022-12-09;22:00;Quarter-finals;Lusail Stadium;Lusail City;Qatar;Netherlands;2;2;Argentina;Argentina;Penalties (4-3)
2022;2022-12-09;18:00;Quarter-finals;Education City Stadium;Al Rayyan;Qatar;Croatia;1;1;Brazil;Croatia;Penalties (4-2)
2022;2022-12-10;22:00;Quarter-finals;Al Bayt Stadium;Al Khor City;Qatar;England;1;2;France;France;Regular game time
2022;2022-12-10;18:00;Quarter-finals;Al Thumama Stadium;Doha;Qatar;Morocco;1;0;Portugal;Morocco;Regular game time
2022;2022-12-13;22:00;Semi-finals;Lusail Stadium;Lusail City;Qatar;Argentina;3;0;Croatia;Argentina;Regular game time
2022;2022-12-14;22:00;Semi-finals;Al Bayt Stadium;Al Khor City;Qatar;France;2;0;Morocco;France;Regular game time
2022;2022-12-17;18:00;Play-off for third place;Khalifa International Stadium;Aspire;Qatar;Croatia;2;1;Morocco;Croatia;Regular game time
2022;2022-12-18;18:00;Final;Lusail Stadium;Lusail City;Qatar;Argentina;3;3;France;Argentina;Penalties (4-2)
